SOL,LMST,PRESSURE_MEAN,N_POINTS
504,10.916666666666666,,0
504,11.0,787.3345033112583,302
504,11.083333333333332,786.9747249190939,309
504,11.166666666666666,786.5902922077922,308
504,11.25,786.3208441558442,308
504,11.333333333333332,786.1733333333333,12
504,11.416666666666666,,0
504,11.5,,0
504,11.583333333333332,,0
504,11.666666666666666,,0
504,11.75,,0
504,11.833333333333332,,0
504,11.916666666666666,,0
504,12.0,783.3600993377484,302
504,12.083333333333332,783.0229126213592,309
504,12.166666666666666,782.7803571428572,308
504,12.25,782.5913961038962,308
504,12.333333333333332,782.3766666666667,12
504,12.416666666666666,,0
504,12.5,,0
504,12.583333333333332,,0
504,12.666666666666666,,0
504,12.75,,0
504,12.833333333333332,,0
504,12.916666666666666,,0
504,13.0,780.3034105960265,302
504,13.083333333333332,780.1868181818181,308
504,13.166666666666666,779.8417475728156,309
504,13.25,779.3460064935065,308
504,13.333333333333332,779.2041666666668,12
504,13.416666666666666,,0
504,13.5,,0
504,13.583333333333332,,0
504,13.666666666666666,,0
504,13.75,,0
504,13.833333333333332,,0
504,13.916666666666666,,0
504,14.0,776.8183112582782,302
504,14.083333333333332,776.4317532467531,308
504,14.166666666666666,775.9876699029127,309
504,14.25,775.5312662337662,308
504,14.333333333333332,775.4144444444444,9
504,14.416666666666666,,0
504,14.5,,0
504,14.583333333333332,,0
504,14.666666666666666,,0
504,14.75,,0
504,14.833333333333332,,0
504,14.916666666666666,,0
504,15.0,772.6040728476822,302
504,15.083333333333332,772.2826298701299,308
504,15.166666666666666,772.0050485436894,309
504,15.25,771.7635714285714,308
504,15.333333333333332,771.6508333333333,12
504,15.416666666666666,,0
504,15.5,,0
504,15.583333333333332,,0
504,15.666666666666666,,0
504,15.75,,0
504,15.833333333333332,,0
504,15.916666666666666,,0
504,16.0,768.9538741721855,302
504,16.083333333333332,768.5237662337663,308
504,16.166666666666664,768.3533009708738,309
504,16.25,768.2975,308
504,16.333333333333332,768.234577922078,308
504,16.416666666666664,768.1449350649351,308
504,16.5,768.0637216828479,309
504,16.583333333333332,767.9449675324674,308
504,16.666666666666664,767.8713961038961,308
504,16.75,767.7113311688312,308
504,16.833333333333332,767.6317475728156,309
504,16.916666666666664,767.7760714285714,308
504,17.0,767.9659090909091,308
504,17.083333333333332,768.0816883116883,308
504,17.166666666666664,768.1630519480519,308
504,17.25,768.4592880258899,309
504,17.333333333333332,768.952987012987,308
504,17.416666666666664,769.4319155844156,308
504,17.5,769.9025,308
504,17.583333333333332,770.521359223301,309
504,17.666666666666664,771.1870454545455,308
504,17.75,772.0783441558442,308
504,17.833333333333332,773.0506818181818,308
504,17.916666666666664,774.1590291262136,309
504,18.0,775.4117532467533,308
504,18.083333333333332,776.7735714285715,308
504,18.166666666666664,778.1613311688312,308
504,18.25,779.5428478964401,309
504,18.333333333333332,780.22,5
504,18.416666666666664,,0
504,18.5,,0
504,18.583333333333332,,0
504,18.666666666666664,,0
504,18.75,,0
504,18.833333333333332,,0
504,18.916666666666664,,0
504,19.0,789.1358278145696,302
504,19.083333333333332,789.6793831168832,308
504,19.166666666666664,790.4261363636364,308
504,19.25,791.206634304207,309
504,19.333333333333332,791.5358333333334,12
504,19.416666666666664,,0
504,19.5,,0
504,19.583333333333332,,0
504,19.666666666666664,,0
504,19.75,,0
504,19.833333333333332,,0
504,19.916666666666664,,0
504,20.0,796.4309602649006,302
504,20.083333333333332,796.8827597402598,308
504,20.166666666666664,797.6167207792208,308
504,20.25,798.1053398058252,309
504,20.333333333333332,798.4033333333332,12
504,20.416666666666664,,0
504,20.5,,0
504,20.583333333333332,,0
504,20.666666666666664,,0
504,20.75,,0
504,20.833333333333332,,0
504,20.916666666666664,,0
504,21.0,802.001059602649,302
504,21.083333333333332,801.9738636363637,308
504,21.166666666666664,802.3838311688312,308
504,21.25,802.6516233766234,308
504,21.333333333333332,802.6592307692309,13
504,21.416666666666664,,0
504,21.5,,0
504,21.583333333333332,,0
504,21.666666666666664,,0
504,21.75,,0
504,21.833333333333332,,0
504,21.916666666666664,,0
504,22.0,803.6697359735973,303
504,22.083333333333332,803.5852272727273,308
504,22.166666666666664,803.0446103896104,308
504,22.25,803.253538961039,308
504,22.333333333333332,803.2741666666667,12
504,22.416666666666664,,0
504,22.5,,0
504,22.583333333333332,,0
504,22.666666666666664,,0
504,22.75,,0
504,22.833333333333332,,0
504,22.916666666666664,,0
504,23.0,802.8653795379539,303
504,23.083333333333332,802.5022077922079,308
504,23.166666666666664,801.9837337662339,308
504,23.25,801.7979220779221,308
504,23.333333333333332,801.7724999999999,12
504,23.416666666666664,,0
504,23.5,,0
504,23.583333333333332,,0
504,23.666666666666664,,0
504,23.75,,0
504,23.833333333333332,,0
504,23.916666666666664,,0
658,0.0,735.0844155844156,308
658,0.08333333333333333,735.7050324675325,308
658,0.16666666666666666,736.0442532467532,308
658,0.25,736.1745954692557,309
658,0.3333333333333333,736.3207142857143,308
658,0.41666666666666663,736.4409415584415,308
658,0.5,736.6291233766234,308
658,0.5833333333333333,736.962718446602,309
658,0.6666666666666666,737.0128571428572,308
658,0.75,736.8952597402597,308
658,0.8333333333333333,736.6425,308
658,0.9166666666666666,736.552718446602,309
658,1.0,736.586461038961,308
658,1.0833333333333333,736.605,12
658,1.1666666666666665,736.6345695364239,302
658,1.25,736.3855663430421,309
658,1.3333333333333333,736.0416883116884,308
658,1.4166666666666665,735.6622727272727,308
658,1.5,735.4538961038961,308
658,1.5833333333333333,735.0930194805194,308
658,1.6666666666666665,734.6074757281555,309
658,1.75,734.2958766233767,308
658,1.8333333333333333,733.984448051948,308
658,1.9166666666666665,733.8447402597402,308
658,2.0,733.6011974110033,309
658,2.083333333333333,733.1979545454545,308
658,2.1666666666666665,732.6997077922078,308
658,2.25,732.0806168831169,308
658,2.333333333333333,731.8108414239482,309
658,2.4166666666666665,731.9003896103897,308
658,2.5,731.6812987012986,308
658,2.583333333333333,731.6255844155844,308
658,2.6666666666666665,731.5992233009708,309
658,2.75,731.5785714285714,308
